,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,gridId
8297,I192020144,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,751,,2019-03-17 03:30:00,2019,3,Sunday,3,Part One,UNDINE RD,42.34193963,-71.16627079,"(42.34193963, -71.16627079)",5710.0
8335,I192020103,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,D14,803,,2019-03-12 21:12:00,2019,3,Tuesday,21,Part One,PENNIMAN RD,42.35551241,-71.13653726,"(42.35551241, -71.13653726)",6421.0
8409,I192020025,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,619,,2019-03-15 17:00:00,2019,3,Friday,17,Part One,SYMPHONY RD,42.34295335,-71.08833139,"(42.34295335, -71.08833139)",5739.0
8424,I192020007,562,Other Burglary,BURGLARY - OTHER - NO FORCE,C6,230,,2019-03-14 19:00:00,2019,3,Thursday,19,Part One,E SIXTH ST,42.3331091,-71.03632925,"(42.33310910, -71.03632925)",5258.0
8513,I192019909,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,B2,329,,2019-03-17 21:48:00,2019,3,Sunday,21,Part One,GENEVA AVE,42.30849045,-71.08210359,"(42.30849045, -71.08210359)",4041.0
8532,I192019889,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C6,222,,2019-03-17 20:24:00,2019,3,Sunday,20,Part One,E BROADWAY,42.33561661,-71.03641895,"(42.33561661, -71.03641895)",5458.0
8667,I192019734,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C6,201,,2019-03-16 04:30:00,2019,3,Saturday,4,Part One,W BROADWAY,42.34006986,-71.05279420000001,"(42.34006986, -71.05279420)",5652.0
8713,I192019677,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,A1,111,,2019-03-16 23:00:00,2019,3,Saturday,23,Part One,WEST ST,42.35500441,-71.06300728,"(42.35500441, -71.06300728)",6348.0
8723,I192019673,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,D4,168,,2019-03-16 22:59:00,2019,3,Saturday,22,Part One,W NEWTON ST,42.33927252,-71.07409802,"(42.33927252, -71.07409802)",5544.0
8775,I192019618,562,Other Burglary,BURGLARY - OTHER - NO FORCE,B2,330,,2019-03-16 17:41:00,2019,3,Saturday,17,Part One,COLUMBIA RD,42.30466099,-71.08187569,"(42.30466099, -71.08187569)",3841.0
8894,I192019488,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,773,,2019-03-16 08:15:00,2019,3,Saturday,8,Part One,RADNOR RD,42.34054124,-71.1577613,"(42.34054124, -71.15776130)",5613.0
8901,I192019483,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,773,,2019-03-16 07:30:00,2019,3,Saturday,7,Part One,RADNOR RD,42.34054124,-71.1577613,"(42.34054124, -71.15776130)",5613.0
9030,I192019339,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,396,,2019-03-15 14:53:00,2019,3,Friday,14,Part One,MELBOURNE ST,42.28993159,-71.0655056,"(42.28993159, -71.06550560)",3147.0
9055,I192019313,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,252,,2019-03-15 15:17:00,2019,3,Friday,15,Part One,SAVIN HILL AVE,42.309268700000004,-71.05033853,"(42.30926870, -71.05033853)",4053.0
9103,I192019254,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E18,482,,2019-02-26 10:00:00,2019,2,Tuesday,10,Part One,RIVER ST,42.26536513,-71.09872818,"(42.26536513, -71.09872818)",1835.0
9150,I192019206,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,751,,2019-03-15 07:25:00,2019,3,Friday,7,Part One,LAKE SHORE CT,42.3459911,-71.17028987,"(42.34599110, -71.17028987)",5908.0
9165,I192019190,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,D4,143,,2019-03-15 03:43:00,2019,3,Friday,3,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)",6041.0
9239,I192019111,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,605,,2019-03-14 22:54:00,2019,3,Thursday,22,Part One,SHEPHERD AVE,42.33297808,-71.10905423,"(42.33297808, -71.10905423)",5231.0
9251,I192019098,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,E13,912,,2019-03-14 22:38:00,2019,3,Thursday,22,Part One,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)",4834.0
9413,I192018929,562,Other Burglary,BURGLARY - OTHER - NO FORCE,B2,319,,2019-03-14 13:04:00,2019,3,Thursday,13,Part One,SEAVER ST,42.30603974,-71.08621240000001,"(42.30603974, -71.08621240)",3939.0
9503,I192018832,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E18,940,,2019-03-14 05:09:00,2019,3,Thursday,5,Part One,GARFIELD AVE,42.24361883,-71.11989255,"(42.24361883, -71.11989255)",727.0
9599,I192018741,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,771,,2019-03-13 10:45:00,2019,3,Wednesday,10,Part One,DIGHTON ST,42.34790953,-71.15508957,"(42.34790953, -71.15508957)",6014.0
9615,I192018719,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,771,,2019-03-13 08:45:00,2019,3,Wednesday,8,Part One,DIGHTON ST,42.34790953,-71.15508957,"(42.34790953, -71.15508957)",6014.0
9654,I192018678,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,429,,2019-03-13 12:20:00,2019,3,Wednesday,12,Part One,WILLOWWOOD ST,42.28385993,-71.08599096,"(42.28385993, -71.08599096)",2840.0
9781,I192018550,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C6,230,,2019-03-13 06:32:00,2019,3,Wednesday,6,Part One,L ST,42.333537899999996,-71.03531827,"(42.33353790, -71.03531827)",5258.0
9840,I192018484,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E5,564,,2019-03-12 11:00:00,2019,3,Tuesday,11,Part One,COLGATE RD,42.29369948,-71.12152026,"(42.29369948, -71.12152026)",3226.0
9852,I192018474,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E5,709,,2019-03-12 17:00:00,2019,3,Tuesday,17,Part One,LAGRANGE ST,42.27818609,-71.15455390000001,"(42.27818609, -71.15455390)",2514.0
9874,I192018455,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E5,564,,2019-03-12 07:30:00,2019,3,Tuesday,7,Part One,COLGATE RD,42.29369948,-71.12152026,"(42.29369948, -71.12152026)",3226.0
9952,I192018358,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,649,,2019-03-12 11:00:00,2019,3,Tuesday,11,Part One,CUSTER ST,42.30722661,-71.11737881,"(42.30722661, -71.11737881)",3928.0
10013,I192018296,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,131,,2019-03-12 02:00:00,2019,3,Tuesday,2,Part One,MARLBOROUGH ST,42.353145500000004,-71.07763936,"(42.35314550, -71.07763936)",6243.0
10050,I192018251,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,501,,2019-03-11 23:39:00,2019,3,Monday,23,Part One,CUMMINS HWY,42.2796959,-71.11832827,"(42.27969590, -71.11832827)",2528.0
10052,I192018249,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,265,,2019-03-12 00:00:00,2019,3,Tuesday,0,Part One,PERRIN ST,42.32274491,-71.07799077,"(42.32274491, -71.07799077)",4743.0
10075,I192018226,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,B2,258,,2019-03-11 21:06:00,2019,3,Monday,21,Part One,COLUMBIA RD,42.31635508,-71.06593853,"(42.31635508, -71.06593853)",4447.0
10127,I192018174,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,570,,2019-03-11 17:51:00,2019,3,Monday,17,Part One,WILLIAMS ST,42.30397603,-71.10476982,"(42.30397603, -71.10476982)",3833.0
10273,I192018018,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,E18,516,,2019-03-09 13:45:00,2019,3,Saturday,13,Part One,TRUMAN PKWY,42.25119947,-71.12053218,"(42.25119947, -71.12053218)",1127.0
10294,I192017995,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,B3,427,,2019-03-11 05:39:00,2019,3,Monday,5,Part One,BLUE HILL AVE,42.27968299,-71.09286048,"(42.27968299, -71.09286048)",2537.0
10310,I192017980,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,345,,2019-03-07 04:00:00,2019,3,Thursday,4,Part One,WESTVILLE ST,42.30138747,-71.06584240000001,"(42.30138747, -71.06584240)",3647.0
10646,I192017632,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C6,206,,2019-03-09 11:21:00,2019,3,Saturday,11,Part One,SEAPORT BLVD,42.35265112,-71.04757739,"(42.35265112, -71.04757739)",6254.0
10887,I192017359,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,572,,2019-03-08 11:10:00,2019,3,Friday,11,Part One,SCHOOL ST,42.31284459,-71.09676806,"(42.31284459, -71.09676806)",4236.0
10891,I192017356,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,391,,2019-03-08 10:36:00,2019,3,Friday,10,Part One,ADAMS ST,42.28397463,-71.05553564,"(42.28397463, -71.05553564)",2851.0
10957,I192017290,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,D4,168,,2019-03-08 05:36:00,2019,3,Friday,5,Part One,WASHINGTON ST,42.33816387,-71.07461217,"(42.33816387, -71.07461217)",5544.0
11022,I192017210,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,456,,2019-03-07 06:00:00,2019,3,Thursday,6,Part One,ELLINGTON ST,42.30154555,-71.08118184,"(42.30154555, -71.08118184)",3641.0
11069,I192017156,562,Other Burglary,BURGLARY - OTHER - NO FORCE,E13,575,,2019-02-09 15:55:00,2019,2,Saturday,15,Part One,WASHINGTON ST,42.31330008,-71.10075998,"(42.31330008, -71.10075998)",4234.0
11190,I192017037,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,427,,2019-03-07 00:00:00,2019,3,Thursday,0,Part One,NORFOLK ST,42.276683899999995,-71.09240248,"(42.27668390, -71.09240248)",2437.0
11222,I192017005,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,257,,2019-03-07 05:40:00,2019,3,Thursday,5,Part One,HANCOCK ST,42.31252055,-71.06434966,"(42.31252055, -71.06434966)",4248.0
11232,I192016995,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,D4,620,,2019-03-07 02:49:00,2019,3,Thursday,2,Part One,MASSACHUSETTS AVE,42.34676463,-71.08747789,"(42.34676463, -71.08747789)",5939.0
11286,I192016938,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,259,,2019-03-06 18:28:00,2019,3,Wednesday,18,Part One,MAGNOLIA ST,42.31478432,-71.07160997,"(42.31478432, -71.07160997)",4345.0
11405,I192016816,562,Other Burglary,BURGLARY - OTHER - NO FORCE,D14,808,,2018-12-18 18:00:00,2018,12,Tuesday,18,Part One,LINCOLN ST,42.35803303,-71.141262,"(42.35803303, -71.14126200)",6519.0
11481,I192016734,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,D14,783,,2019-03-06 02:05:00,2019,3,Wednesday,2,Part One,WARREN ST,42.34894483,-71.14087199,"(42.34894483, -71.14087199)",6019.0
11524,I192016691,562,Other Burglary,BURGLARY - OTHER - NO FORCE,B2,319,,2019-03-04 14:00:00,2019,3,Monday,14,Part One,BLUE HILL AVE,42.30803768,-71.08359213,"(42.30803768, -71.08359213)",4040.0
11547,I192016670,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,470,,2019-03-05 19:16:00,2019,3,Tuesday,19,Part One,WABASH ST,42.27982696,-71.09922539,"(42.27982696, -71.09922539)",2635.0
11589,I192016628,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,349,,2019-03-05 16:03:00,2019,3,Tuesday,16,Part One,ADAMS ST,42.30263978,-71.06038376,"(42.30263978, -71.06038376)",3749.0
11626,I192016590,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,621,,2019-03-05 10:32:00,2019,3,Tuesday,10,Part One,BEACON ST,42.35055412,-71.09056227,"(42.35055412, -71.09056227)",6138.0
11634,I192016581,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,817,,2019-03-05 13:44:00,2019,3,Tuesday,13,Part One,ARGYLE ST,42.28897393,-71.06581547,"(42.28897393, -71.06581547)",3047.0
11706,I192016495,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,12,,2018-10-01 12:00:00,2018,10,Monday,12,Part One,SARATOGA ST,42.38574368,-71.01186957,"(42.38574368, -71.01186957)",7967.0
11731,I192016471,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,C6,207,,2019-03-04 21:30:00,2019,3,Monday,21,Part One,FID KENNEDY AVE,42.34663786,-71.02613883,"(42.34663786, -71.02613883)",5962.0
11746,I192016458,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A1,66,,2019-03-05 01:01:00,2019,3,Tuesday,1,Part One,REVERE ST,42.35945258,-71.07143722,"(42.35945258, -71.07143722)",6545.0
11942,I192016253,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A7,15,,2019-03-04 08:08:00,2019,3,Monday,8,Part One,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)",7763.0
11949,I192016245,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,335,,2019-03-03 16:00:00,2019,3,Sunday,16,Part One,BOWDOIN ST,42.3078312,-71.06529544,"(42.30783120, -71.06529544)",4047.0
11956,I192016240,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,319,,2019-03-04 05:43:00,2019,3,Monday,5,Part One,ELM HILL AVE,42.30973269,-71.08734852,"(42.30973269, -71.08734852)",4139.0
12146,I192016032,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B3,467,,2019-03-03 08:14:00,2019,3,Sunday,8,Part One,GILMER ST,42.28281074,-71.09722321,"(42.28281074, -71.09722321)",2735.0
12249,I192015923,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,312,,2019-03-02 17:19:00,2019,3,Saturday,17,Part One,TOWNSEND ST,42.31788176,-71.08911975,"(42.31788176, -71.08911975)",4538.0
12317,I192015856,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,428,,2019-03-01 21:20:00,2019,3,Friday,21,Part One,NORFOLK ST,42.2803354,-71.08823995,"(42.28033540, -71.08823995)",2639.0
12343,I192015825,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,751,,2019-03-02 08:15:00,2019,3,Saturday,8,Part One,KENRICK ST,42.34652179,-71.16622825,"(42.34652179, -71.16622825)",5910.0
12348,I192015819,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,D14,778,,2019-03-02 07:53:00,2019,3,Saturday,7,Part One,MARKET ST,42.34932976,-71.15339399999999,"(42.34932976, -71.15339400)",6015.0
12390,I192015773,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B3,428,,2019-03-02 00:46:00,2019,3,Saturday,0,Part One,HOSMER ST,42.28079658,-71.09039724,"(42.28079658, -71.09039724)",2638.0
12415,I192015742,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,330,,2019-03-01 18:00:00,2019,3,Friday,18,Part One,WASHINGTON ST,42.30576686,-71.08097517,"(42.30576686, -71.08097517)",3941.0
12449,I192015709,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,393,,2019-03-01 08:10:00,2019,3,Friday,8,Part One,FLORIDA ST,42.287876700000005,-71.05839664,"(42.28787670, -71.05839664)",3050.0
12511,I192015641,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,507,,2019-03-01 07:30:00,2019,3,Friday,7,Part One,HYDE PARK AVE,42.2900025,-71.11820300000001,"(42.29000250, -71.11820300)",3128.0
12535,I192015616,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,A7,7,,2019-02-01 13:53:00,2019,2,Friday,13,Part One,BREED ST,42.3871935,-71.00656024,"(42.38719350, -71.00656024)",7969.0
12566,I192015582,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,D4,134,,2019-02-28 21:20:00,2019,2,Thursday,21,Part One,NEWBURY ST,42.35118005,-71.07666607,"(42.35118005, -71.07666607)",6143.0
12604,I192015539,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,145,,2019-03-01 06:28:00,2019,3,Friday,6,Part One,DURHAM ST,42.34403563,-71.08117746,"(42.34403563, -71.08117746)",5841.0
12621,I192015521,562,Other Burglary,BURGLARY - OTHER - NO FORCE,B3,425,,2019-03-01 01:47:00,2019,3,Friday,1,Part One,BABSON ST,42.27193751,-71.0921354,"(42.27193751, -71.09213540)",2237.0
12869,I192015264,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,473,,2019-02-28 00:37:00,2019,2,Thursday,0,Part One,LIVERMORE ST,42.2741969,-71.10738225,"(42.27419690, -71.10738225)",2332.0
12993,I192015131,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,428,,2019-02-27 14:39:00,2019,2,Wednesday,14,Part One,CLARKWOOD ST,42.28013735,-71.09079826,"(42.28013735, -71.09079826)",2638.0
13051,I192015065,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,458,,2019-02-27 11:58:00,2019,2,Wednesday,11,Part One,ELLINGTON ST,42.301974200000004,-71.08383388,"(42.30197420, -71.08383388)",3740.0
13066,I192015049,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A1,81,,2019-02-27 11:14:00,2019,2,Wednesday,11,Part One,MICHELANGELO ST,42.3670889,-71.05481065,"(42.36708890, -71.05481065)",6951.0
13142,I192014972,560,Other Burglary,BURGLARY - OTHER - FORCE,B2,325,,2019-02-26 21:52:00,2019,2,Tuesday,21,Part One,WOODCLIFF ST,42.31610241,-71.07756199,"(42.31610241, -71.07756199)",4443.0
13163,I192014950,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,428,,2019-02-26 13:00:00,2019,2,Tuesday,13,Part One,NORFOLK ST,42.2803354,-71.08823995,"(42.28033540, -71.08823995)",2639.0
13210,I192014894,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C6,174,,2019-02-25 05:25:00,2019,2,Monday,5,Part One,DEXTER ST,42.330335299999994,-71.05760678,"(42.33033530, -71.05760678)",5150.0
13292,I192014797,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,A1,65,,2019-02-25 19:35:00,2019,2,Monday,19,Part One,STANIFORD ST,42.36243437,-71.0639181,"(42.36243437, -71.06391810)",6748.0
13516,I192014567,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,470,,2019-02-25 16:53:00,2019,2,Monday,16,Part One,ALABAMA ST,42.27816984,-71.09990912,"(42.27816984, -71.09990912)",2534.0
13559,I192014518,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,574,,2019-02-25 10:30:00,2019,2,Monday,10,Part One,BROOKSIDE AVE,42.31262425,-71.1040277,"(42.31262425, -71.10402770)",4233.0
13615,I192014450,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,D4,144,,2019-02-25 11:12:00,2019,2,Monday,11,Part One,SAINT GERMAIN ST,42.34571916,-71.08562464,"(42.34571916, -71.08562464)",5940.0
13652,I192014411,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A1,65,,2019-02-25 00:01:00,2019,2,Monday,0,Part One,STANIFORD ST,42.36243437,-71.0639181,"(42.36243437, -71.06391810)",6748.0
13705,I192014351,541,Commercial Burglary,BURGLARY - COMMERICAL - ATTEMPT,A1,78,,2019-02-24 21:01:00,2019,2,Sunday,21,Part One,UNION ST,42.36148163,-71.05719146,"(42.36148163, -71.05719146)",6750.0
13714,I192014342,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,439,,2019-02-24 20:26:00,2019,2,Sunday,20,Part One,STRATTON ST,42.29017432,-71.08808525,"(42.29017432, -71.08808525)",3139.0
13885,I192014149,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,339,,2019-02-23 10:00:00,2019,2,Saturday,10,Part One,CHURCH ST,42.30881987,-71.06105065,"(42.30881987, -71.06105065)",4049.0
13973,I192014054,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,320,,2019-02-23 08:00:00,2019,2,Saturday,8,Part One,ELM HILL AVE,42.31204855,-71.08556294,"(42.31204855, -71.08556294)",4240.0
14038,I192013991,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C6,256,,2019-02-23 09:58:00,2019,2,Saturday,9,Part One,MOUNT VERNON ST,42.31779354,-71.04210959,"(42.31779354, -71.04210959)",4556.0
14057,I192013975,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,621,,2019-02-17 13:35:00,2019,2,Sunday,13,Part One,BEACON ST,42.35055412,-71.09056227,"(42.35055412, -71.09056227)",6138.0
14113,I192013921,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,28,,2019-02-22 09:00:00,2019,2,Friday,9,Part One,CHELSEA ST,42.37172266,-71.03665549,"(42.37172266, -71.03665549)",7258.0
14121,I192013907,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,B3,421,,2019-02-22 22:49:00,2019,2,Friday,22,Part One,MORTON ST,42.28098427,-71.08528267,"(42.28098427, -71.08528267)",2640.0
14125,I192013903,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,308,,2019-02-22 22:07:00,2019,2,Friday,22,Part One,BOWER ST,42.31996758,-71.08715022,"(42.31996758, -71.08715022)",4639.0
14220,I192013809,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,570,,2019-02-22 17:07:00,2019,2,Friday,17,Part One,WILLIAMS ST,42.30397603,-71.10476982,"(42.30397603, -71.10476982)",3833.0
14237,I192013791,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,309,,2019-02-22 14:25:00,2019,2,Friday,14,Part One,N CHARLAME TER,42.31951195,-71.08412735,"(42.31951195, -71.08412735)",4540.0
14340,I192013688,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,146,,2019-02-22 01:00:00,2019,2,Friday,1,Part One,GARRISON ST,42.34626167,-71.08012196,"(42.34626167, -71.08012196)",5942.0
14342,I192013688,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,146,,2019-02-22 01:00:00,2019,2,Friday,1,Part One,GARRISON ST,42.34626167,-71.08012196,"(42.34626167, -71.08012196)",5942.0
14348,I192013681,562,Other Burglary,BURGLARY - OTHER - NO FORCE,D4,157,,2019-02-21 16:30:00,2019,2,Thursday,16,Part One,SHAWMUT AVE,42.34020839,-71.07371512,"(42.34020839, -71.07371512)",5644.0
14349,I192013680,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,652,,2019-02-20 19:40:00,2019,2,Wednesday,19,Part One,HAMPSTEAD LN,42.30329007,-71.11666754,"(42.30329007, -71.11666754)",3728.0
14497,I192013527,561,Other Burglary,BURGLARY - OTHER - ATTEMPT,B2,290,,2019-02-21 16:10:00,2019,2,Thursday,16,Part One,ROXBURY ST,42.33031057,-71.08935457,"(42.33031057, -71.08935457)",5138.0
14501,I192013522,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,905,,2019-02-21 09:00:00,2019,2,Thursday,9,Part One,HARRISON ARCHWAYS,42.33936768,-71.07035467,"(42.33936768, -71.07035467)",5545.0
14534,I192013494,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,170,,2019-02-03 09:30:00,2019,2,Sunday,9,Part One,WASHINGTON ST,42.33675016,-71.07662788,"(42.33675016, -71.07662788)",5443.0
14566,I192013455,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,337,,2019-02-21 11:40:00,2019,2,Thursday,11,Part One,OLNEY ST,42.305544399999995,-71.07176554,"(42.30554440, -71.07176554)",3845.0
14600,I192013422,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A7,3,,2019-02-20 06:45:00,2019,2,Wednesday,6,Part One,BENNINGTON ST,42.38932874,-70.99792776,"(42.38932874, -70.99792776)",8072.0
14722,I192013299,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,311,,2019-02-20 17:49:00,2019,2,Wednesday,17,Part One,TUPELO ST,42.3164552,-71.08154379999999,"(42.31645520, -71.08154380)",4441.0
